,date,open,high,low,close,adjclose,volume,sma_20,sma_50,ema_20,ema_50,macd_value,macd_price_signal,rsi_20,rsi_50,sma_diff,sma_signal,ema_diff,ema_signal,macd_diff,macd_signal,target
0,2014-09-23,25.149999618530273,25.735000610351562,25.135000228881836,25.65999984741211,22.96293067932129,253608800,,,25.65999984741211,25.65999984741211,0.0,0.0,,,,False,0.0,False,0.0,False,False
1,2014-09-24,25.540000915527344,25.712499618530273,25.299999237060547,25.4375,22.76381492614746,240687200,,,25.543187427520753,25.54652492523193,-0.00499198375603882,-0.0027733243089104556,,,,False,-0.0033374977111790827,False,-0.0022186594471283647,False,False
2,2014-09-25,25.127500534057617,25.177499771118164,24.43000030517578,24.467500686645508,21.895767211914062,400368000,,,25.14820170501785,25.172369206719296,-0.03644039881377381,-0.016571305663362648,,,,False,-0.024167501701445104,False,-0.019869093150411164,False,False
3,2014-09-26,24.63249969482422,25.1875,24.600000381469727,25.1875,22.54009246826172,249482000,,,25.159546515174636,25.176381831388383,-0.023855391852752206,-0.019038814535107078,,,,False,-0.01683531621374712,False,-0.004816577317645128,False,False
4,2014-09-29,24.662500381469727,25.110000610351562,24.657499313354492,25.02750015258789,22.396907806396484,199065200,,,25.12760562375506,25.14417673306392,-0.02288143342269322,-0.020181906779153408,,,,False,-0.016571109308859633,False,-0.0026995266435398124,False,False
5,2014-09-30,25.202499389648438,25.385000228881836,25.13249969482422,25.1875,22.54009246826172,221056400,,,25.140240601323192,25.152138181085395,-0.01502417028475378,-0.018783873424569417,,,,False,-0.01189757976220207,False,0.003759703139815638,True,False
6,2014-10-01,25.147499084472656,25.172500610351562,24.674999237060547,24.795000076293945,22.188846588134766,205965200,,,25.07496416336815,25.094796390462182,-0.027507352743612046,-0.020991553318967644,,,,False,-0.01983222709403165,False,-0.006515799424644402,False,False
7,2014-10-02,24.8174991607666,25.05500030517578,24.510000228881836,24.975000381469727,22.349929809570312,191031200,,,25.057684921369994,25.077643443105774,-0.02687464807193507,-0.022405371619727065,,,,False,-0.01995852173578072,False,-0.004469276452208005,False,False
8,2014-10-03,24.860000610351562,25.052499771118164,24.760000228881836,24.905000686645508,22.28728675842285,173878400,,,25.03319362353068,25.055251699648057,-0.029500542409920172,-0.02404439127158547,,,,False,-0.022058076117378533,False,-0.005456151138334701,False,False
9,2014-10-06,24.987499237060547,25.162500381469727,24.854999542236328,24.905000686645508,22.28728675842285,148204800,,,25.013888878006313,25.037381163383124,-0.030934081994093532,-0.02558808193942485,,,,False,-0.02349228537681114,False,-0.005346000054668683,False,False
10,2014-10-07,24.857500076293945,25.030000686645508,24.6825008392334,24.6875,22.092641830444336,168376800,,,24.967315526958835,24.998839654615466,-0.043123628735948216,-0.02942475938151072,,,,False,-0.03152412765663115,False,-0.013698869354437496,False,False
11,2014-10-08,24.690000534057617,25.27750015258789,24.577499389648438,25.200000762939453,22.5512752532959,229618800,,,24.999013807287437,25.01953091296201,-0.023321545912473596,-0.028114045087251394,,,,False,-0.020517105674574765,False,0.0047924991747777985,True,False
12,2014-10-09,25.385000228881836,25.594999313354492,25.15250015258789,25.2549991607666,22.600502014160156,309506000,,,25.03251308235018,25.04230175887829,-0.005219656234441317,-0.0232687969853123,,,,False,-0.009788676528106777,False,0.01804914075087098,True,False
13,2014-10-10,25.172500610351562,25.50749969482422,25.075000762939453,25.1825008392334,22.53561782836914,265326400,,,25.051465873798644,25.05512259011525,0.0041959166711862395,-0.017523158396517455,,,,False,-0.0036567163166054684,False,0.021719075067703694,True,False
14,2014-10-13,25.332500457763672,25.44499969482422,24.952499389648438,24.952499389648438,22.329790115356445,214333600,,,25.039337724009474,25.046203814944246,-0.0024055201055936948,-0.014389370374519192,,,,False,-0.006866090934771307,False,0.011983850268925497,True,False
15,2014-10-14,25.09749984741211,25.1299991607666,24.642499923706055,24.6875,22.092641830444336,254754400,,,24.997366917403287,25.016448681172832,-0.023456540265978987,-0.016255326344119796,,,,False,-0.01908176376954529,False,-0.007201213921859191,False,False
16,2014-10-15,24.49250030517578,24.787500381469727,23.795000076293945,24.385000228881836,21.821943283081055,403734400,,,24.92603327514687,24.966263777326024,-0.05793984658183149,-0.024784285477537728,,,,False,-0.040230502179152694,False,-0.03315556110429376,False,False
17,2014-10-16,23.887500762939453,24.43000030517578,23.852500915527344,24.065000534057617,21.535573959350586,288618000,,,24.827819978272643,24.89740728677108,-0.10381313915399204,-0.04088001102717908,,,,False,-0.06958730849843775,False,-0.06293312812681295,False,False
18,2014-10-17,24.375,24.75,24.202499389648438,24.417499542236328,21.851024627685547,272718800,,,24.78188182147473,24.862056828106248,-0.11519210632447496,-0.055959752058119164,,,,False,-0.08017500663151722,False,-0.0592323542663558,False,False
19,2014-10-20,24.579999923706055,24.989999771118164,24.55500030517578,24.940000534057617,22.318607330322266,310069200,24.916000175476075,,24.79929318891932,24.867607056204616,-0.08851347244221586,-0.06254643542390298,,,,False,-0.0683138672852941,False,-0.025967037018312877,False,False
20,2014-10-21,25.7549991607666,25.7549991607666,25.3174991607666,25.61750030517578,22.924898147583008,378495600,24.91387519836426,,24.888069921068972,24.91935018586101,-0.022017064357832794,-0.05436510172623772,55.69719091100278,,,False,-0.031280264792037826,False,0.03234803736840493,True,False
21,2014-10-22,25.709999084472656,26.02750015258789,25.649999618530273,25.747499465942383,23.04123306274414,273052400,24.929375171661377,,24.980098731167057,24.974840262844637,0.03844736531173609,-0.03566462314164059,57.10688151236244,,,False,0.005258468322420384,True,0.07411198845337669,True,False
22,2014-10-23,26.020000457763672,26.262500762939453,25.907499313354492,26.207500457763672,23.452884674072266,284298800,25.016375160217287,,25.109992120517532,25.055201387523223,0.11613612336299539,-0.005124194972766925,61.6518565046423,,,False,0.054790732994309366,True,0.12126031833576231,True,True
23,2014-10-24,26.295000076293945,26.372499465942383,26.13249969482422,26.30500030517578,23.540136337280273,188215600,25.072250175476075,,25.235132155401594,25.134616821713657,0.18180729602720547,0.03243949272699388,62.53750648870508,,,False,0.10051533368793741,True,0.1493678033002116,True,True
24,2014-10-27,26.212499618530273,26.3700008392334,26.174999237060547,26.27750015258789,23.51552963256836,136750800,25.134750175476075,,25.343262693100623,25.20551386086441,0.22882641194664544,0.071865825043142,62.11161578072175,,,False,0.1377488322362126,True,0.15696058690350345,True,True
25,2014-10-28,26.350000381469727,26.684999465942383,26.337499618530273,26.684999465942383,23.88019561767578,192243600,25.209625148773192,,25.481275644234767,25.295244067047356,0.2913599310809012,0.11589772450104716,65.74983182381479,,,False,0.1860315771874106,True,0.17546220657985404,True,True
26,2014-10-29,26.662500381469727,26.842500686645508,26.59000015258789,26.834999084472656,24.014429092407227,210751600,25.31162509918213,,25.619468075085383,25.3866699740618,0.34731005414594307,0.16229236578951708,66.9784570549237,,,False,0.23279810102358311,True,0.18501768835642599,True,True
27,2014-10-30,26.739999771118164,26.837499618530273,26.475000381469727,26.7450008392334,23.93389129638672,162619200,25.400125122070314,,25.733584927135087,25.46572953598351,0.38045271099337086,0.20600899508933915,65.49463196794942,,,False,0.26785539115157775,True,0.1744437159040317,True,True
28,2014-10-31,27.002500534057617,27.010000228881836,26.802499771118164,27.0,24.162086486816406,178557200,25.504875087738036,,25.86120074532212,25.553365382066744,0.4202692986027827,0.2489274689134928,67.63322479709123,,,False,0.30783536325537497,True,0.17134182968928993,True,True
29,2014-11-03,27.05500030517578,27.575000762939453,27.002500534057617,27.350000381469727,24.475297927856445,209130400,25.62712507247925,,26.010400847306702,25.65418225627755,0.47189533874875167,0.29357631547541146,70.29334553199038,,,False,0.3562185910291511,True,0.1783190232733402,True,True
30,2014-11-04,27.34000015258789,27.372499465942383,26.93000030517578,27.149999618530273,24.29631996154785,166297600,25.75025005340576,,26.12404019794774,25.736724124974227,0.4921218735966164,0.3333247920842081,66.98203591801183,,,False,0.3873160729735119,True,0.1587970815124083,True,True
31,2014-11-05,27.274999618530273,27.325000762939453,27.032499313354492,27.21500015258789,24.3544864654541,149743600,25.851000022888183,,26.23234407628247,25.81701608241634,0.5070175357084423,0.3680908853459242,67.50570194933965,,,False,0.4153279938661285,True,0.1389266503625181,True,True
32,2014-11-06,27.149999618530273,27.197500228881836,26.950000762939453,27.174999237060547,24.42414093017578,139874000,25.94700002670288,,26.325548996086322,25.889677277254766,0.5098409154359587,0.3964588717114028,66.8192109355677,,,False,0.4358717188315566,True,0.11338204372455585,True,True
33,2014-11-07,27.1875,27.329999923706055,27.137500762939453,27.252500534057617,24.49379539489746,134766000,26.050500011444093,,26.4168691100279,25.961570029793666,0.5119367129749506,0.41956615674961173,67.49339950768783,,,False,0.4552990802342336,True,0.09237055622533885,True,True
34,2014-11-10,27.2549991607666,27.332500457763672,27.167499542236328,27.207500457763672,24.453350067138672,108782000,26.163250064849855,,26.49450489301899,26.026418495938696,0.504307473862653,0.4365212979946124,66.66550213209013,,,False,0.4680863970802953,True,0.06778617586804053,True,True
35,2014-11-11,27.174999237060547,27.4375,27.100000381469727,27.424999237060547,24.648834228515625,109769200,26.30012502670288,,26.585605132030427,26.09828984794945,0.5088891030020726,0.4509995574599256,68.62361650660026,,,False,0.487315284080978,True,0.05788954554214698,True,True
36,2014-11-12,27.344999313354492,27.857500076293945,27.342500686645508,27.8125,24.997106552124023,187769600,26.47150001525879,,26.70540500559327,26.18532156410031,0.5358879115998469,0.46798163708784507,71.73714149165043,,,False,0.5200834414929609,True,0.06790627451200187,True,True
37,2014-11-13,27.950000762939453,28.362499237060547,27.899999618530273,28.204999923706055,25.34987449645996,238091600,26.67849998474121,,26.851481055944628,26.286690800015666,0.580621460946972,0.4905142817068652,74.44129716037811,,,False,0.5647902559289619,True,0.0901071792401068,True,True
38,2014-11-14,28.287500381469727,28.547500610351562,27.802499771118164,28.545000076293945,25.65545654296875,176254400,26.88487501144409,,27.016089748649076,26.398806626300964,0.6348437855060816,0.5193849794341682,76.49219320353919,,,False,0.6172831223481126,True,0.11545880607191339,True,True
